age, workclass, fnlwgt, education, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, Income-category
18, Self-emp-inc,101061, 11th,7, Never-married, Farming-fishing, Own-child, White, Male,0,0,70, United-States, <=50K
51, Private,115025, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,501172, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico, <=50K
41, Private,112181, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Female,0,0,12, United-States, >50K
22, Private,245524, 12th,8, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
42, Private,125461, Bachelors,13, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Private,86310, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
34, Private,379798, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
38, Self-emp-not-inc,43712, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,45, United-States, >50K
60, Private,186446, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
58, Private,212534, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
17, Private,151799, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
29, Federal-gov,244473, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, United-States, >50K
42, Private,261929, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, United-States, >50K
37, Private,201319, Some-college,10, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
38, State-gov,354591, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,114,0,38, United-States, <=50K
40, Self-emp-not-inc,33068, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
64, ?,207321, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,20, United-States, <=50K
20, Private,124751, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,24, United-States, <=50K
36, ?,370585, HS-grad,9, Married-civ-spouse, ?, Husband, Black, Male,0,0,40, United-States, <=50K
41, Private,82393, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
23, Private,211049, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,4101,0,40, United-States, <=50K
31, Private,178370, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,99, United-States, >50K
50, Private,337606, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1485,40, United-States, <=50K
46, Private,90758, Masters,14, Never-married, Tech-support, Not-in-family, White, Male,0,0,35, United-States, >50K
52, Private,389270, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States, >50K
49, Private,125892, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
42, Private,366180, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
61, Private,110920, 10th,6, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
32, Private,208291, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
49, Self-emp-inc,44671, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
31, Private,111567, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
19, Private,227178, 11th,7, Never-married, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K
29, Private,663394, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50K
31, Private,409622, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,36, Mexico, <=50K
38, Private,165848, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States, <=50K
18, Private,115215, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
30, Private,392812, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, Germany, <=50K
27, Private,37088, Assoc-acdm,12, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private,229732, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
38, Private,117802, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,65, United-States, >50K
43, Private,85995, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private,328561, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,20, United-States, <=50K
49, Self-emp-inc,30751, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
21, ?,134746, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,35, United-States, <=50K
21, Private,346693, 7th-8th,4, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc,203039, 9th,5, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Self-emp-inc,117570, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,60, United-States, <=50K
28, Private,156257, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
51, Self-emp-not-inc,240358, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
60, Private,201965, Some-college,10, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
28, Private,314649, Some-college,10, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
62, Private,138157, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,12, United-States, <=50K
31, Private,127610, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
33, Private,142383, Assoc-acdm,12, Never-married, Sales, Not-in-family, Other, Male,0,0,36, United-States, <=50K
20, Private,191910, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
53, Self-emp-inc,128272, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
18, Private,171088, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
20, Private,145917, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
48, Self-emp-inc,51579, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
42, Private,106698, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,32, United-States, <=50K
29, Private,255949, Bachelors,13, Never-married, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
21, Private,126314, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
50, Private,168212, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,45, United-States, >50K
20, Private,147171, Some-college,10, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
48, Private,174829, Assoc-acdm,12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
21, Private,89154, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,42, El-Salvador, <=50K
21, ?,205940, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K
36, ?,176458, HS-grad,9, Divorced, ?, Unmarried, White, Female,0,0,28, United-States, <=50K
47, State-gov,123219, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, >50K
30, Private,423770, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Mexico, <=50K
56, Private,170324, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Trinadad&Tobago, <=50K
46, Private,31432, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,3103,0,52, United-States, >50K
58, Private,49893, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
63, Private,127363, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,12, United-States, <=50K
56, Private,413373, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,36, United-States, <=50K
65, Local-gov,125768, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,28, United-States, <=50K
40, Private,183404, Some-college,10, Separated, Other-service, Unmarried, White, Female,0,0,8, United-States, <=50K
18, Private,268952, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
32, Private,151053, Some-college,10, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Private,89559, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private,132847, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, ?,437851, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
69, ?,117525, Assoc-acdm,12, Divorced, ?, Unmarried, White, Female,0,0,1, United-States, <=50K
55, Self-emp-not-inc,147098, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
38, Private,207202, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, >50K
32, Private,171116, HS-grad,9, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
32, ?,169186, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,5, United-States, <=50K
17, Private,159299, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
36, Federal-gov,930948, Some-college,10, Separated, Adm-clerical, Unmarried, Black, Female,6497,0,56, United-States, <=50K
45, Private,206947, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
32, Self-emp-not-inc,62165, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, ?, <=50K
27, Private,188576, Bachelors,13, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
48, Self-emp-inc,54190, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
61, Private,125155, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
54, Private,185407, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
24, Private,34506, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private,216361, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,16, United-States, <=50K
29, Private,77572, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
51, Local-gov,548361, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,26, United-States, <=50K
20, Private,215495, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Mexico, <=50K
48, Private,233511, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
49, Private,240869, 7th-8th,4, Never-married, Other-service, Other-relative, White, Male,0,0,35, United-States, <=50K
32, Private,178615, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2407,0,40, United-States, <=50K
55, Self-emp-inc,124137, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,35, Greece, >50K
64, Private,133144, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16, United-States, <=50K
46, State-gov,250821, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
36, Private,287658, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
36, Private,160120, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
37, Self-emp-inc,126569, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
30, Private,164309, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
35, Private,320305, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, United-States, <=50K
71, Private,137499, HS-grad,9, Widowed, Sales, Other-relative, White, Female,0,0,16, United-States, <=50K
51, Private,215647, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,43, United-States, <=50K
29, Private,193152, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,1408,40, United-States, <=50K
58, Private,150560, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,14084,0,40, United-States, >50K
20, Private,51816, HS-grad,9, Never-married, Protective-serv, Own-child, Black, Male,0,0,40, United-States, <=50K
54, Private,172281, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2051,50, United-States, <=50K
26, Private,117217, Bachelors,13, Divorced, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
58, Private,322691, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
41, Private,104892, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,2829,0,40, United-States, <=50K
28, Private,189530, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
45, Private,304570, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, ?, <=50K
49, Private,218357, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, <=50K
49, ?,202874, HS-grad,9, Separated, ?, Unmarried, White, Female,0,0,40, Columbia, <=50K
57, Self-emp-inc,140319, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
48, Private,186172, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
50, Local-gov,30682, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
38, Private,239755, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
20, Private,258490, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
43, Private,147110, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Male,0,0,48, United-States, >50K
61, Federal-gov,229062, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1887,40, United-States, >50K
17, Private,147069, 10th,6, Never-married, Sales, Own-child, White, Female,0,0,16, United-States, <=50K
73, Local-gov,181902, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,10, Poland, >50K
51, Self-emp-not-inc,149220, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,75, United-States, <=50K
35, Federal-gov,133935, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
57, Federal-gov,197875, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private,263498, 11th,7, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private,38950, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
68, Private,223486, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,0,7, England, <=50K
34, Self-emp-inc,177675, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
