Animal ID,Name,DateTime,MonthYear,Date of Birth,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Outcome
A684974,*Dempsy,10/10/2014 05:44:00 PM,10/10/2014 05:44:00 PM,07/31/2012,Dog,Neutered Male,2 years,Pit Bull Mix,Tan,0
A747022,,05/12/2017 05:48:00 PM,05/12/2017 05:48:00 PM,03/12/2017,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Black/White,0
A828570,*Cupid,01/27/2021 04:59:00 PM,01/27/2021 04:59:00 PM,09/20/2020,Dog,Neutered Male,4 months,American Bulldog Mix,Black/White,0
A642377,Kimba,09/09/2019 04:34:00 PM,09/09/2019 04:34:00 PM,11/23/2007,Dog,Spayed Female,11 years,Rottweiler,Black/Red,0
A809541,,11/27/2019 04:49:00 PM,11/27/2019 04:49:00 PM,11/26/2006,Dog,Intact Male,13 years,Border Terrier/Chihuahua Longhair,Black,0
A811646,Pablo,01/11/2020 12:06:00 PM,01/11/2020 12:06:00 PM,01/07/2018,Dog,Neutered Male,2 years,Chihuahua Longhair,Tan/White,0
A713196,Kona,08/01/2018 06:25:00 AM,08/01/2018 06:25:00 AM,10/04/2007,Dog,Spayed Female,10 years,Australian Cattle Dog/Australian Cattle Dog,Black/White,0
A717425,Lauren,12/08/2015 04:10:00 PM,12/08/2015 04:10:00 PM,12/07/2013,Dog,Spayed Female,2 years,Pomeranian Mix,Buff,0
A839568,*Friend,08/03/2021 03:18:00 PM,08/03/2021 03:18:00 PM,12/23/2020,Dog,Spayed Female,7 months,Australian Cattle Dog/Pit Bull,Black/White,0
A717764,Pepe,12/15/2015 03:16:00 PM,12/15/2015 03:16:00 PM,12/14/2013,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Tan/Black,0
A759639,Melanie,06/26/2018 06:54:00 PM,06/26/2018 06:54:00 PM,04/05/2009,Dog,Spayed Female,9 years,Pomeranian Mix,Tan,0
A717487,Maggie,01/07/2016 01:19:00 PM,01/07/2016 01:19:00 PM,12/08/2008,Dog,Spayed Female,7 years,Boxer/American Staffordshire Terrier,Black/White,0
A776929,*Birdie,08/31/2018 06:56:00 AM,08/31/2018 06:56:00 AM,06/21/2018,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,0
A742762,Jake,01/29/2017 05:00:00 PM,01/29/2017 05:00:00 PM,11/27/2016,Dog,Neutered Male,2 months,Pit Bull Mix,Fawn,0
A702873,,05/19/2015 11:16:00 AM,05/19/2015 11:16:00 AM,04/18/2015,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Brown Tabby,0
A705000,*Special Kit,06/24/2015 04:41:00 PM,06/24/2015 04:41:00 PM,06/11/2012,Cat,Neutered Male,3 years,Domestic Medium Hair Mix,Blue Tabby/White,0
A732798,,08/17/2016 05:56:00 PM,08/17/2016 05:56:00 PM,05/29/2016,Dog,Neutered Male,2 months,Dachshund Mix,Tricolor,0
A669234,621869,12/18/2013 11:49:00 AM,12/18/2013 11:49:00 AM,11/09/2013,Dog,Intact Male,1 month,German Shepherd/Labrador Retriever,Brown/Black,0
A744046,Mavis,02/23/2017 06:31:00 PM,02/23/2017 06:31:00 PM,09/07/2016,Dog,Spayed Female,5 months,Labrador Retriever Mix,Black/White,0
A732190,*Button,10/05/2016 08:19:00 AM,10/05/2016 08:19:00 AM,07/09/2016,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,0
A686932,,08/29/2014 12:03:00 PM,08/29/2014 12:03:00 PM,08/07/2014,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black/White,0
A668537,*Eedo,12/09/2013 05:01:00 PM,12/09/2013 05:01:00 PM,12/04/2012,Dog,Neutered Male,1 year,Miniature Pinscher Mix,Black/Tan,0
A792165,*Merlin,06/11/2019 08:38:00 AM,06/11/2019 08:38:00 AM,03/16/2019,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Black/White,0
A829248,,03/04/2021 09:09:00 AM,03/04/2021 09:09:00 AM,09/09/2020,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Blue/White,0
A690754,,10/30/2014 11:18:00 AM,10/30/2014 11:18:00 AM,07/25/2014,Dog,Spayed Female,3 months,Queensland Heeler Mix,Brown Merle,0
A783798,,11/07/2018 05:25:00 PM,11/07/2018 05:25:00 PM,09/21/2018,Dog,Intact Male,1 month,Beagle Mix,Black/White,0
A730814,*Campari,07/23/2016 07:13:00 PM,07/23/2016 07:13:00 PM,03/27/2016,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Torbie/White,0
A728527,Whiskey,04/06/2017 01:33:00 PM,04/06/2017 01:33:00 PM,03/18/2016,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby,0
A769048,*Flash,04/06/2018 05:20:00 PM,04/06/2018 05:20:00 PM,03/29/2017,Dog,Neutered Male,1 year,German Shepherd Mix,Black/Tan,0
A689414,,10/04/2014 09:00:00 AM,10/04/2014 09:00:00 AM,10/03/2013,Cat,Unknown,1 year,Domestic Shorthair Mix,Blue Tabby/White,0
A655387,Xena,05/28/2015 11:29:00 AM,05/28/2015 11:29:00 AM,11/01/2012,Dog,Intact Female,2 years,German Shepherd,Black/Brown,0
A702024,,07/10/2015 11:51:00 AM,07/10/2015 11:51:00 AM,04/26/2015,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,White/Black Tabby,0
A705303,,06/18/2015 12:12:00 PM,06/18/2015 12:12:00 PM,06/14/2015,Cat,Unknown,4 days,Domestic Shorthair Mix,White,1
A662326,*June,12/28/2013 03:18:00 PM,12/28/2013 03:18:00 PM,07/24/2013,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Black,0
A829468,*Amyl,02/25/2021 10:50:00 AM,02/25/2021 10:50:00 AM,09/11/2020,Dog,Spayed Female,5 months,Chesa Bay Retr/German Shepherd,Black,0
A746066,Phasma,03/30/2017 06:14:00 PM,03/30/2017 06:14:00 PM,03/28/2016,Dog,Spayed Female,1 year,Australian Cattle Dog,Black,0
A783739,*Gregory,11/12/2018 04:00:00 PM,11/12/2018 04:00:00 PM,05/05/2018,Dog,Intact Male,6 months,Labrador Retriever Mix,Black/White,0
A641036,Tug,05/08/2015 02:56:00 PM,05/08/2015 02:56:00 PM,11/01/2010,Dog,Neutered Male,4 years,Pit Bull Mix,Blue/White,1
A810692,Santi,02/05/2020 12:25:00 PM,02/05/2020 12:25:00 PM,12/18/2017,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby/White,0
A704598,Switch,06/15/2015 03:58:00 PM,06/15/2015 03:58:00 PM,06/06/2013,Dog,Neutered Male,2 years,Border Collie Mix,Black/White,0
A743753,*Lakota,02/21/2017 05:59:00 PM,02/21/2017 05:59:00 PM,02/16/2013,Dog,Neutered Male,4 years,German Shepherd Mix,Tan/Black,0
A839516,,07/26/2021 08:35:00 AM,07/26/2021 08:35:00 AM,07/22/2019,Dog,Intact Male,2 years,Rat Terrier,Tricolor,1
A666717,Nikki,01/22/2014 03:01:00 PM,01/22/2014 03:01:00 PM,07/18/2007,Dog,Spayed Female,6 years,Cane Corso Mix,Black,0
A812820,*Baby,03/03/2020 12:12:00 PM,03/03/2020 12:12:00 PM,12/22/2019,Dog,Spayed Female,2 months,Labrador Retriever Mix,Chocolate/White,0
A660531,Maxwell,10/20/2013 06:12:00 PM,10/20/2013 06:12:00 PM,04/08/2013,Dog,Neutered Male,6 months,Redbone Hound Mix,Tan/White,0
A688812,*Tigger,10/05/2014 03:10:00 PM,10/05/2014 03:10:00 PM,08/13/2014,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Brown Tabby,0
A839842,*Pepperoni,07/31/2021 12:32:00 PM,07/31/2021 12:32:00 PM,05/28/2021,Dog,Spayed Female,2 months,Anatol Shepherd Mix,Black/White,0
A733586,Ishma,09/26/2016 02:12:00 PM,09/26/2016 02:12:00 PM,05/24/2015,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico,0
A704837,*Miranda,06/15/2015 03:40:00 PM,06/15/2015 03:40:00 PM,04/02/2015,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby,0
A777119,*Charlotte,07/28/2018 05:07:00 PM,07/28/2018 05:07:00 PM,07/23/2017,Dog,Spayed Female,1 year,Labrador Retriever Mix,Tan/White,0
A678019,,05/02/2014 06:20:00 PM,05/02/2014 06:20:00 PM,04/17/2014,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby,0
A679523,Beans,07/28/2014 02:39:00 PM,07/28/2014 02:39:00 PM,05/22/2013,Cat,Unknown,1 year,Domestic Medium Hair Mix,Blue/White,0
A790396,*Freya,04/08/2019 06:31:00 PM,04/08/2019 06:31:00 PM,03/09/2018,Dog,Spayed Female,1 year,Dutch Shepherd Mix,Black Brindle/White,0
A757590,Pickle,09/13/2017 03:04:00 PM,09/13/2017 03:04:00 PM,09/04/2016,Dog,Neutered Male,1 year,Labrador Retriever Mix,Brown,0
A675162,Pequena,03/25/2014 12:41:00 PM,03/25/2014 12:41:00 PM,03/24/2010,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Torbie,0
A713025,Ducky,10/09/2015 01:47:00 PM,10/09/2015 01:47:00 PM,10/01/2013,Dog,Intact Male,2 years,Boxer,Brown/Black,0
A728770,Campbell,06/16/2016 01:41:00 PM,06/16/2016 01:41:00 PM,06/08/2014,Dog,Neutered Male,2 years,Labrador Retriever,Tan/White,0
A691805,,11/09/2014 07:09:00 PM,11/09/2014 07:09:00 PM,11/09/2012,Other,Unknown,2 years,Bat,Brown/Black,1
A717736,,12/14/2015 09:54:00 AM,12/14/2015 09:54:00 AM,12/13/2014,Other,Unknown,1 year,Bat Mix,Brown,1
A835827,91G,06/06/2021 01:44:00 PM,06/06/2021 01:44:00 PM,05/30/2021,Cat,Unknown,1 week,Domestic Shorthair,Orange Tabby,1
A702207,,05/10/2015 05:16:00 PM,05/10/2015 05:16:00 PM,05/10/2003,Cat,Neutered Male,12 years,Domestic Longhair Mix,Orange Tabby/White,1
A684631,,09/18/2014 11:16:00 AM,09/18/2014 11:16:00 AM,06/26/2014,Cat,Spayed Female,2 months,Siamese Mix,Seal Point,0
A676522,Tigger,07/10/2016 12:41:00 PM,07/10/2016 12:41:00 PM,10/11/2012,Dog,Neutered Male,3 years,Basset Hound Mix,Brown Brindle/White,0
A741002,Dallas,12/31/2016 02:01:00 PM,12/31/2016 02:01:00 PM,12/26/2011,Dog,Neutered Male,5 years,Rottweiler Mix,Black/Tan,0
A678313,*Lulu,05/16/2014 04:50:00 PM,05/16/2014 04:50:00 PM,05/07/2013,Dog,Spayed Female,1 year,Beagle/Whippet,Brown/White,0
A691607,*Tinker,11/14/2014 02:24:00 PM,11/14/2014 02:24:00 PM,11/07/2013,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White,0
A713607,,10/09/2015 02:47:00 PM,10/09/2015 02:47:00 PM,10/09/2013,Other,Unknown,2 years,Bat Mix,Brown,1
A816783,Seta,05/13/2020 12:47:00 PM,05/13/2020 12:47:00 PM,05/27/2019,Dog,Spayed Female,11 months,Pit Bull,Tan/White,0
A686941,,08/29/2014 06:04:00 PM,08/29/2014 06:04:00 PM,07/29/2014,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Torbie,0
A709437,Crystal,08/19/2015 11:02:00 AM,08/19/2015 11:02:00 AM,08/09/2013,Dog,Intact Female,2 years,Rottweiler,Black/Brown,0
A677940,,05/02/2014 04:52:00 PM,05/02/2014 04:52:00 PM,04/16/2014,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Tortie,0
A735817,*Howard,10/06/2016 01:46:00 PM,10/06/2016 01:46:00 PM,09/29/2015,Dog,Neutered Male,1 year,Shiba Inu,Brown/White,0
A644113,Mitzy,07/04/2015 03:09:00 PM,07/04/2015 03:09:00 PM,12/21/2008,Dog,Spayed Female,6 years,Yorkshire Terrier,Tan/Blue,0
A669146,*Natasha,06/15/2014 06:25:00 PM,06/15/2014 06:25:00 PM,12/15/2012,Dog,Spayed Female,1 year,Jack Russell Terrier/Pit Bull,White,0
A829067,Ika,02/21/2021 12:02:00 PM,02/21/2021 12:02:00 PM,02/01/2013,Dog,Spayed Female,8 years,German Shepherd Mix,Black/Brown,0
A747474,,04/20/2017 12:37:00 PM,04/20/2017 12:37:00 PM,03/20/2017,Cat,Unknown,4 weeks,Domestic Medium Hair Mix,Gray Tabby,0
A801909,,08/18/2019 05:43:00 PM,08/18/2019 05:43:00 PM,06/11/2019,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Black,0
A710302,Wesley,08/22/2015 05:52:00 PM,08/22/2015 05:52:00 PM,02/21/2015,Dog,Neutered Male,5 months,German Shepherd/Black/Tan Hound,Brown/Black,0
A709554,Scampy,08/14/2015 12:55:00 PM,08/14/2015 12:55:00 PM,08/10/2013,Dog,Neutered Male,2 years,Yorkshire Terrier Mix,Tan/Blue,0
A765458,*Bobby,01/25/2018 05:59:00 PM,01/25/2018 05:59:00 PM,07/20/2017,Dog,Neutered Male,6 months,Greyhound Mix,Blue/White,0
A749994,*Ravioli,05/24/2017 12:45:00 PM,05/24/2017 12:45:00 PM,04/21/2017,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black,0
A797132,*Sneezy,06/28/2019 12:09:00 PM,06/28/2019 12:09:00 PM,05/13/2019,Cat,Intact Male,1 month,Domestic Shorthair,Black/White,0
A842155,Magenta,09/20/2021 06:35:00 PM,09/20/2021 06:35:00 PM,05/04/2021,Dog,Spayed Female,4 months,Pit Bull Mix,Tan/White,0
A685435,,08/08/2014 09:00:00 AM,08/08/2014 09:00:00 AM,08/07/2013,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie,0
A747832,*Xena,05/23/2017 07:19:00 PM,05/23/2017 07:19:00 PM,04/25/2012,Dog,Spayed Female,5 years,Pit Bull Mix,Blue,0
A772798,,05/28/2018 06:43:00 PM,05/28/2018 06:43:00 PM,05/25/2016,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Black/White,0
A778838,Amuro,03/23/2019 02:58:00 PM,03/23/2019 02:58:00 PM,04/18/2018,Cat,Neutered Male,11 months,Domestic Shorthair Mix,Black,0
A681443,,06/19/2014 02:52:00 PM,06/19/2014 02:52:00 PM,05/09/2014,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White,0
A702501,Phat Phat,05/18/2015 06:44:00 PM,05/18/2015 06:44:00 PM,05/14/2013,Dog,Spayed Female,2 years,Pit Bull/Boxer,Tan/White,0
A691803,*Polly,11/19/2014 04:09:00 PM,11/19/2014 04:09:00 PM,11/09/2011,Dog,Spayed Female,3 years,Toy Fox Terrier Mix,White/Black,0
A776404,,07/26/2018 02:46:00 PM,07/26/2018 02:46:00 PM,05/13/2018,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,0
A714883,Mr. Kitty,11/24/2015 12:17:00 PM,11/24/2015 12:17:00 PM,04/29/2014,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby,0
A715511,,11/08/2015 02:04:00 PM,11/08/2015 02:04:00 PM,11/05/2006,Dog,Intact Female,9 years,Chihuahua Shorthair Mix,Tan/White,0
A837321,,07/02/2021 11:04:00 AM,07/02/2021 11:04:00 AM,06/21/2019,Cat,Neutered Male,2 years,Domestic Shorthair,Orange,0
A696410,*Franz,02/11/2015 11:13:00 AM,02/11/2015 11:13:00 AM,11/19/2014,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,0
A694464,Wilbur,01/29/2015 12:01:00 PM,01/29/2015 12:01:00 PM,11/14/2014,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White,0
A801312,,08/02/2019 06:21:00 PM,08/02/2019 06:21:00 PM,07/18/2019,Cat,Unknown,2 weeks,Domestic Shorthair,Orange Tabby,0
A831980,Max,04/07/2021 11:14:00 AM,04/07/2021 11:14:00 AM,04/05/2013,Dog,Intact Male,8 years,Chihuahua Shorthair,White/Brown,0
A781210,,09/26/2018 09:42:00 AM,09/26/2018 09:42:00 AM,09/12/2018,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Blue Tabby/White,0
A820900,,08/05/2020 06:08:00 PM,08/05/2020 06:08:00 PM,06/28/2020,Cat,Intact Male,1 month,Domestic Medium Hair,Blue Tabby,0
A726307,Alasan,11/28/2020 10:25:00 AM,11/28/2020 10:25:00 AM,05/09/2014,Dog,Neutered Male,6 years,Labrador Retriever Mix,Brown,0
A764410,,12/29/2017 04:54:00 PM,12/29/2017 04:54:00 PM,12/29/2007,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Black,0
A728298,Boy,06/29/2016 11:33:00 AM,06/29/2016 11:33:00 AM,06/02/2014,Dog,Intact Male,2 years,Pit Bull Mix,Black/White,0
A815615,,03/24/2020 09:56:00 AM,03/24/2020 09:56:00 AM,12/20/2019,Dog,Intact Female,3 months,Dachshund Mix,Red/White,0
A640768,Eros,12/06/2014 06:04:00 PM,12/06/2014 06:04:00 PM,10/29/2009,Dog,Neutered Male,5 years,Pit Bull Mix,Blue/White,0
A705830,,06/21/2015 06:03:00 PM,06/21/2015 06:03:00 PM,06/21/2013,Cat,Intact Male,2 years,Domestic Medium Hair Mix,Black/White,1
A719578,Dobbie,01/23/2016 02:55:00 PM,01/23/2016 02:55:00 PM,01/22/2014,Dog,Neutered Male,2 years,Doberman Pinsch/Rottweiler,Black/Red,0
A841167,Tectonic,08/29/2021 07:03:00 PM,08/29/2021 07:03:00 PM,02/22/2020,Dog,Neutered Male,1 year,Australian Cattle Dog,Blue Tick,0
A679656,,05/24/2014 03:04:00 PM,05/24/2014 03:04:00 PM,05/24/2013,Other,Unknown,1 year,Bat Mix,Brown,1
A678218,Rocky,11/11/2016 03:53:00 PM,11/11/2016 03:53:00 PM,05/05/2005,Dog,Neutered Male,11 years,Boxer Mix,Brown/White,1
A819483,,06/29/2020 05:13:00 PM,06/29/2020 05:13:00 PM,06/29/2019,Other,Unknown,1 year,Raccoon,Black,1
A756711,Stevie,11/09/2018 06:22:00 PM,11/09/2018 06:22:00 PM,08/26/2011,Dog,Spayed Female,7 years,Pit Bull Mix,White/Blue,0
A713542,Coal,10/12/2015 01:27:00 PM,10/12/2015 01:27:00 PM,10/08/2011,Dog,Neutered Male,4 years,Miniature Poodle Mix,Black,0
A755881,Casper,08/15/2017 04:37:00 PM,08/15/2017 04:37:00 PM,08/10/2010,Dog,Neutered Male,7 years,German Shepherd,White,0
A834788,*Abbi,05/24/2021 11:42:00 AM,05/24/2021 11:42:00 AM,03/20/2021,Cat,Spayed Female,2 months,Domestic Shorthair,Torbie,0
A790709,Buddy,03/16/2019 01:44:00 PM,03/16/2019 01:44:00 PM,03/15/2018,Dog,Intact Male,1 year,Great Pyrenees Mix,White/Cream,0
A782589,Lucy,11/28/2018 04:11:00 PM,11/28/2018 04:11:00 PM,04/17/2018,Dog,Intact Female,7 months,Labrador Retriever Mix,Tan/White,0
A681156,,06/17/2014 05:40:00 PM,06/17/2014 05:40:00 PM,03/13/2014,Dog,Neutered Male,3 months,Chihuahua Shorthair/Dachshund,Tan/White,0
A785389,,12/03/2018 06:34:00 PM,12/03/2018 06:34:00 PM,12/02/2016,Dog,Intact Male,2 years,Shih Tzu Mix,Tan/White,0
A776013,Darey,07/11/2018 01:37:00 PM,07/11/2018 01:37:00 PM,07/07/2005,Cat,Intact Male,13 years,Domestic Shorthair Mix,Brown Tabby,0
A702335,,06/30/2015 06:57:00 AM,06/30/2015 06:57:00 AM,04/20/2015,Cat,Neutered Male,2 months,Siamese Mix,Flame Point,0
A786244,Gabby,12/21/2018 02:12:00 PM,12/21/2018 02:12:00 PM,12/20/2008,Dog,Spayed Female,10 years,Chihuahua Shorthair Mix,Tan/White,0
A679575,*Hooper,12/13/2014 01:39:00 PM,12/13/2014 01:39:00 PM,05/23/2011,Dog,Neutered Male,3 years,American Staffordshire Terrier Mix,Brown Brindle/White,0
A694692,Edgar,01/18/2015 02:41:00 PM,01/18/2015 02:41:00 PM,07/02/2013,Dog,Neutered Male,1 year,Border Collie Mix,Black/White,0
A734263,Ulia,09/05/2016 02:30:00 PM,09/05/2016 02:30:00 PM,06/09/2016,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,0
A647241,Blacky,10/09/2016 05:38:00 PM,10/09/2016 05:38:00 PM,10/09/2011,Dog,Intact Male,5 years,German Shepherd Mix,Black,0
A750536,*Coconut,06/10/2017 05:09:00 PM,06/10/2017 05:09:00 PM,05/28/2015,Dog,Spayed Female,2 years,Pit Bull Mix,Brown Brindle/White,0
A801359,,08/07/2019 04:46:00 PM,08/07/2019 04:46:00 PM,12/03/2018,Dog,Neutered Male,8 months,Miniature Schnauzer/Cairn Terrier,Black/Gray,0
A769740,Bean,04/26/2018 02:03:00 PM,04/26/2018 02:03:00 PM,10/09/2013,Dog,Spayed Female,4 years,Jack Russell Terrier/Chihuahua Shorthair,White/Tan,0
A731121,Snow,10/15/2017 11:59:00 AM,10/15/2017 11:59:00 AM,02/24/2015,Dog,Intact Male,2 years,American Bulldog Mix,White/Tan,0
A773439,Braveheart,06/26/2018 03:35:00 PM,06/26/2018 03:35:00 PM,06/01/2015,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby/White,0
A787685,,03/16/2019 04:40:00 PM,03/16/2019 04:40:00 PM,01/17/2019,Dog,Spayed Female,1 month,German Shepherd Mix,Tricolor,0
A703835,*Nelson,06/15/2015 07:31:00 PM,06/15/2015 07:31:00 PM,03/22/2015,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,0
A758419,,09/23/2017 11:08:00 AM,09/23/2017 11:08:00 AM,06/16/2017,Cat,Intact Female,3 months,Domestic Shorthair Mix,Gray,0
A666508,Gracie,11/07/2013 06:53:00 PM,11/07/2013 06:53:00 PM,09/02/2013,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black,0
A789376,Polo,02/23/2019 06:05:00 PM,02/23/2019 06:05:00 PM,02/20/2018,Dog,Intact Male,1 year,Shih Tzu Mix,White/Chocolate,0
A700060,,04/07/2015 01:45:00 PM,04/07/2015 01:45:00 PM,04/06/2015,Cat,Unknown,1 day,Domestic Shorthair Mix,Black,0
A703418,Pablo,05/28/2015 06:34:00 PM,05/28/2015 06:34:00 PM,05/24/2014,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown,0
A750849,Tom,06/13/2017 02:05:00 PM,06/13/2017 02:05:00 PM,06/01/2000,Cat,Neutered Male,17 years,Domestic Shorthair Mix,Brown Tabby,0
A677400,,04/25/2014 02:41:00 PM,04/25/2014 02:41:00 PM,04/24/2013,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby/White,0
A833025,Monty,06/30/2021 02:43:00 PM,06/30/2021 02:43:00 PM,04/22/2020,Dog,Neutered Male,1 year,Great Pyrenees,White,0
A769821,Oliver,04/19/2018 01:35:00 PM,04/19/2018 01:35:00 PM,09/10/2017,Dog,Neutered Male,7 months,Norwich Terrier Mix,Brown/Black,0
A658734,Heidi,02/21/2015 04:28:00 PM,02/21/2015 04:28:00 PM,07/14/2010,Dog,Spayed Female,4 years,Dachshund Longhair/Cardigan Welsh Corgi,Red,0
A668597,,12/06/2013 11:30:00 AM,12/06/2013 11:30:00 AM,10/14/2013,Dog,Intact Male,1 month,Rottweiler Mix,Black/White,0
A705603,Jolene,08/15/2019 05:44:00 PM,08/15/2019 05:44:00 PM,04/19/2015,Dog,Spayed Female,4 years,Labrador Retriever/Border Collie,Tan/White,0
A687622,,09/16/2014 12:00:00 AM,09/16/2014 12:00:00 AM,03/07/2014,Bird,Unknown,6 months,Chicken Mix,Brown,0
A806810,,10/15/2019 06:23:00 PM,10/15/2019 06:23:00 PM,10/15/2018,Other,Unknown,1 year,Bat,Brown,1
A795323,,05/24/2019 03:37:00 PM,05/24/2019 03:37:00 PM,05/19/2018,Cat,Intact Female,1 year,Domestic Shorthair,Orange Tabby/White,0
A670573,Traveler,01/12/2014 05:10:00 PM,01/12/2014 05:10:00 PM,10/28/2013,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,0
A691621,*Sugar,11/14/2014 01:38:00 PM,11/14/2014 01:38:00 PM,03/07/2014,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Black,0
A686822,Blue,09/17/2014 04:22:00 PM,09/17/2014 04:22:00 PM,07/16/2014,Dog,Neutered Male,2 months,Labrador Retriever Mix,Chocolate,0
A796496,,06/06/2019 05:15:00 PM,06/06/2019 05:15:00 PM,04/02/2019,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby,0
A737076,Sassy,11/05/2016 02:37:00 PM,11/05/2016 02:37:00 PM,10/21/2015,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan,0
A700633,*Cole,04/26/2015 04:02:00 PM,04/26/2015 04:02:00 PM,04/17/2014,Dog,Spayed Female,1 year,Italian Greyhound/Chihuahua Shorthair,Black,0
A693480,Stranger,12/26/2014 03:50:00 PM,12/26/2014 03:50:00 PM,12/02/2012,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby/White,0
A730141,Chico,07/01/2016 03:52:00 PM,07/01/2016 03:52:00 PM,10/29/2015,Dog,Intact Male,8 months,Pit Bull Mix,White/Black,0
A746812,Beaux Danger,04/13/2017 06:40:00 PM,04/13/2017 06:40:00 PM,10/31/2016,Dog,Spayed Female,5 months,Pit Bull Mix,Tan/White,0
A755317,*Daisy,08/19/2017 05:38:00 PM,08/19/2017 05:38:00 PM,08/01/2015,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White,0
A706879,Leroy,07/09/2015 02:43:00 PM,07/09/2015 02:43:00 PM,07/04/2013,Dog,Neutered Male,2 years,Cocker Spaniel/Toy Poodle,Black,0
A762713,River,01/08/2018 05:50:00 PM,01/08/2018 05:50:00 PM,09/12/2017,Dog,Spayed Female,3 months,Australian Shepherd Mix,Brown/White,0
A736247,Bugzee,10/08/2016 03:29:00 PM,10/08/2016 03:29:00 PM,10/08/2007,Dog,Intact Female,9 years,Chihuahua Shorthair Mix,Chocolate,0
A790214,,03/13/2019 05:46:00 PM,03/13/2019 05:46:00 PM,03/06/2008,Cat,Intact Female,11 years,Domestic Medium Hair Mix,Orange Tabby/White,0
A800897,,07/28/2019 07:12:00 PM,07/28/2019 07:12:00 PM,07/24/2019,Cat,Unknown,4 days,Domestic Shorthair,Black/White,0
A686510,Smokey,10/16/2014 06:56:00 PM,10/16/2014 06:56:00 PM,08/23/2009,Dog,Neutered Male,5 years,Pit Bull Mix,Blue/White,0
A759963,Daniel,10/14/2020 03:03:00 PM,10/14/2020 03:03:00 PM,10/10/2016,Dog,Neutered Male,4 years,Pit Bull Mix,Tan/White,0
A797824,Little Devil,06/28/2019 12:31:00 PM,06/28/2019 12:31:00 PM,06/18/2017,Dog,Intact Female,2 years,Bulldog,Black/White,0
A677150,Bear,04/21/2014 11:19:00 AM,04/21/2014 11:19:00 AM,06/20/2013,Dog,Intact Male,10 months,Rottweiler Mix,Black/Tan,0
A693537,Tux,12/14/2014 05:20:00 PM,12/14/2014 05:20:00 PM,12/10/2012,Dog,Neutered Male,2 years,Papillon Mix,Black/White,0
A758879,Luna,12/09/2019 11:52:00 AM,12/09/2019 11:52:00 AM,09/23/2015,Dog,Spayed Female,4 years,Labrador Retriever Mix,Tan/White,0
A804986,,09/25/2019 05:13:00 PM,09/25/2019 05:13:00 PM,09/21/2017,Cat,Neutered Male,2 years,Domestic Shorthair,Black/White,0
A799849,*Jackson,08/24/2019 03:34:00 PM,08/24/2019 03:34:00 PM,05/19/2019,Cat,Neutered Male,3 months,Domestic Shorthair,Black/White,0
